400	1080.2765
401.58487	1095.0671
403.16974	1091.5408
404.75461	1084.7375
406.33948	1087.7617
407.92435	1083.3536
409.50922	1085.6588
411.09406	1079.5337
412.67892	1082.696
414.26379	1084.4017
415.84866	1087.7405
417.43353	1091.9768
419.0184	1093.6823
420.60327	1086.5525
422.18814	1081.0317
423.77301	1073.8246
425.35788	1088.6382
426.94275	1090.9768
428.52762	1084.2622
430.11249	1091.2827
431.69733	1079.2653
433.2822	1070.9979
434.86707	1079.5909
436.45193	1093.7236
438.0368	1086.2798
439.62167	1082.9546
441.20654	1085.2661
442.79141	1081.6356
444.37628	1084.7299
445.96115	1080.7858
447.54602	1086.6576
449.13089	1086.2606
450.71576	1093.189
452.30063	1088.1643
453.88547	1091.379
455.47034	1087.9722
457.05521	1085.554
458.64008	1091.1669
460.22495	1087.0106
461.80981	1093.1915
463.39468	1081.9615
464.97955	1079.6144
466.56442	1084.0988
468.14929	1093.2701
469.73416	1089.4244
471.31903	1087.7224
472.9039	1101.7217
474.48874	1095.0864
476.07361	1084.6711
477.65848	1095.2139
479.24335	1094.5464
480.82822	1087.1082
482.41309	1103.5067
483.99796	1092.7246
485.58282	1079.6512
487.16769	1083.6376
488.75256	1081.2841
490.33743	1087.9319
491.9223	1090.5438
493.50717	1093.5249
495.09201	1086.9668
496.67688	1083.6744
498.26175	1084.6733
499.84662	1082.778
501.43149	1078.7306
503.01636	1088.871
504.60123	1096.3124
506.1861	1098.7928
507.77097	1094.9559
509.35583	1101.4794
510.9407	1085.4849
512.52557	1094.2368
514.11041	1107.6681
515.69531	1099.6714
517.28015	1091.0272
518.86505	1098.6943
520.44989	1097.1454
522.03479	1088.2969
523.61963	1093.8986
525.20453	1099.7183
526.78937	1093.9314
528.37421	1104.2935
529.95911	1098.8311
531.54395	1088.8649
533.12885	1089.7836
534.71368	1085.3695
536.29858	1089.2235
537.88342	1083.5688
539.46832	1082.0382
541.05316	1095.3263
542.63806	1091.4893
544.2229	1072.8903
545.8078	1085.8442
547.39264	1090.0321
548.97748	1084.2432
550.56238	1087.2999
552.14722	1093.3536
553.73212	1097.9745
555.31696	1083.8024
556.90186	1090.3475
558.48669	1084.7076
560.07159	1088.7262
561.65643	1083.1565
563.24133	1085.3191
564.82617	1088.9517
566.41107	1097.6038
567.99591	1101.7737
569.58075	1097.0203
571.16565	1097.9908
572.75049	1093.7871
574.33539	1091.3164
575.92023	1094.2909
577.50513	1084.8079
579.08997	1077.2203
580.67487	1094.8527
