#Acq. time (s)=	10
#Accumulations=	10
#Range (cm-¹)=	400...3500
#Windows=	3
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x50_VIS_LWD
#Grating=	600 (500nm)
#ND Filter=	50%
#Laser=	532nm_Edge
#Hole=	199.981
#Range=	Visible
#E-Cal_Neon=	0
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	861.5
#Spectral res.(cm-¹)=	12.8
#Full time(mm:ss)=	5:19
#AC=	Calibrated 2025-06-30 10:26
#Project=	
#Sample=	
#Site=	
#Title=	D_99
#Remark=	
#Date=	30.06.2025 14:29 (India Standard Time)
#Acquired=	30.06.2025 14:29:15 (India Standard Time)
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
400.17	20007.5
401.945	19914.4
403.717	19858.3
405.491	19871
407.263	19839.6
409.036	19909
410.807	19843.3
412.58	19841.1
414.35	19835.7
416.122	19880.4
417.892	19881.5
419.663	19780
421.432	19819
423.203	19863.3
424.971	19783.5
426.741	19878.2
428.509	19840
430.276	19866
432.045	19832.8
433.812	19786.5
435.58	19877.4
437.346	19765.4
439.111	19804.3
440.879	19754.3
442.643	19705.9
444.408	19668.8
446.174	19662.2
447.938	19674
449.701	19678.8
451.467	19676.2
453.229	19719.9
454.992	19572.7
456.756	19627.5
458.518	19610.1
460.279	19575.4
462.043	19528.2
463.803	19511.6
465.564	19509.9
467.326	19506.1
469.086	19491.8
470.845	19488.9
472.604	19445.2
474.365	19448.1
476.123	19432.2
477.882	19429.9
479.639	19407.7
481.399	19410
483.156	19417.8
484.913	19416.9
486.669	19379.6
488.425	19383.4
490.183	19400.3
491.938	19331.5
493.693	19389.7
495.448	19383.6
497.202	19357.3
498.956	19414.4
500.712	19438.5
502.465	19398.1
504.218	19392.9
505.971	19402
507.723	19409.5
509.475	19465.7
511.227	19443.3
512.981	19406
514.732	19463.4
516.482	19384.6
518.233	19433.3
519.983	19368.7
521.732	19315.1
523.482	19327.2
525.231	19287.2
526.979	19244
528.728	19247.2
530.476	19190.2
532.223	19209.4
533.971	19111.3
535.718	19084.7
537.464	19094.4
539.211	19139.1
540.956	19048.5
542.702	19072.5
544.447	19021.8
546.192	18999.8
547.937	18977.2
549.681	18916.9
551.425	18973.1
553.169	18966.2
554.912	18949.1
556.655	19035.5
558.398	18949.6
560.14	18897.4
561.882	18882.1
563.624	18889.6
565.365	18900.8
567.106	18906.8
568.847	18890.3
570.585	18966.4
572.325	18918.9
574.065	18915.2
575.804	18961.2
577.543	18942.7
579.282	18954.4
581.02	18937.8
582.756	18924.5
584.494	19040.9
586.231	18971.8
587.968	18965.9
589.705	18997.4
591.441	19007.9
593.175	19040.8
594.911	19090.1
596.646	19106.1
598.381	19077
600.116	19070.6
601.848	19175.7
603.582	19096.3
605.316	19122.9
607.049	19152
608.78	19133
610.513	19053.5
612.245	18983
613.977	18873
615.707	18908.3
617.438	18860.9
619.17	18800
620.898	18791.6
622.629	18792.7
624.359	18721.2
626.086	18631.3
627.816	18625.3
629.545	18589.8
631.272	18593.4
633	18553.5
634.728	18614.7
636.454	18607.5
638.181	18548.1
639.908	18600.8
641.633	18638
643.36	18561.2
645.084	18555.8
646.81	18524.3
648.535	18523.8
650.258	18404.4
651.983	18442
653.705	18400.9
655.43	18393.9
657.153	18438.5
658.875	18373
660.598	18353.6
662.319	18370.7
664.041	18325.5
665.762	18359.5
667.483	18359.1
669.203	18363.8
670.924	18353.4
672.643	18317.2
674.364	18319.8
676.082	18290
677.802	18286.3
679.519	18283.2
